Ticker number,Ticker,Week's Performance,Highest Price,Lowest Price,Best Day,Worst Day,Week's Volume,Volatility
957,4604,MMC,5.365,172.04,162.86,1.445,0.122,1.7565210072685136e+24,1.5670000000000002
958,4933,NJR,5.364,46.71,43.65,2.154,-0.043,5.526629772147269e+19,2.197
959,3186,GROW,5.359,5.34,4.9,2.372,-2.087,2673991014652393.0,4.459
960,4435,MBRX,5.357,1.87,1.64,7.143,-2.825,937405481337302.0,9.968
961,7431,VRTV,5.352,142.65,127.18,5.43,-3.885,4.231526132773906e+19,9.315
962,36,ABNB,5.352,178.88,162.43,3.653,-1.601,7.25615356066091e+24,5.254
963,3035,GIS,5.35,67.96,64.42,2.9,-0.728,5.444842112311573e+24,3.628
964,4334,LTH,5.35,15.72,13.93,2.211,-1.913,5.680549361206026e+19,4.124
965,4014,KMPH,5.347,5.71,4.98,6.535,-4.315,2.5892754320336654e+19,10.850000000000001
966,2084,DMLP,5.343,26.5,24.31,4.85,-4.304,1.6701387911579624e+16,9.154
967,2674,FIS,5.339,102.98,95.26,3.891,-0.01,2.8070318803625565e+24,3.901
968,3597,IFF,5.339,134.47,123.75,2.746,-1.84,1.4422162161641715e+24,4.586
969,5033,NSA,5.336,64.76,59.87,2.422,-1.147,5.097698875679966e+19,3.569
970,3178,GRIL,5.328,0.54,0.47,2.061,-1.988,1.2189557101123904e+16,4.0489999999999995
971,7459,VTSI,5.318,6.28,5.66,4.288,-0.855,214348291255458.0,5.143000000000001
972,1068,BNTC,5.314,2.21,2.04,4.348,-0.9,817010011529.0,5.248
973,7001,TR,5.311,36.62,34.21,1.917,0.199,1.7551580145921202e+19,2.116
974,7143,UBER,5.296,37.45,33.44,4.554,-1.418,2.7173616553413176e+29,5.972
975,2748,FORA,5.296,6.9,6.0,5.178,-3.894,1.6239561121114312e+18,9.072
976,5239,ON,5.295,68.7,60.44,3.906,-4.088,7.529260703645697e+24,7.994
977,2096,DNB,5.294,17.82,16.63,2.616,0.118,1.0135873466871176e+22,2.734
978,2079,DMA,5.294,8.95,8.28,6.28,0.116,25231013124.0,6.396
979,4228,LILM,5.292,4.5,3.59,12.535,-6.542,4.494219478165022e+24,19.076999999999998
980,3693,INFA,5.291,20.36,18.36,4.948,-3.037,5.034479139494022e+19,7.985
981,5669,PRA,5.286,27.39,25.24,4.16,-2.306,1.9382828239230853e+19,6.466
982,7035,TRT,5.278,8.45,7.01,10.699,-6.582,1717852470309755.0,17.281
983,1476,CHPT,5.272,20.02,18.14,3.966,-2.354,4.0690492233863555e+24,6.32
984,3887,JILL,5.27,16.26,14.32,2.396,-3.453,395625595513504.0,5.849
985,2974,GEVO,5.263,5.04,4.3,6.127,-5.198,3.0139258692635334e+24,11.325
986,71,ACHL,5.263,3.26,2.85,5.96,-8.896,4077344963831478.0,14.856000000000002
987,768,AXS,5.263,60.09,56.67,1.896,0.609,6.325634779378737e+19,2.505
988,1322,CBZ,5.263,42.24,39.53,2.131,0.025,1.8782552287650165e+19,2.1559999999999997
989,6152,SABR,5.258,11.58,10.5,2.319,-1.292,2.4679235302303637e+24,3.6109999999999998
990,7574,WMT,5.253,150.18,141.88,1.862,0.0,6.192363769875099e+25,1.862
991,7014,TRIP,5.247,28.0,25.23,2.634,-0.806,1.6269138671519727e+24,3.44
992,6794,TBI,5.237,30.32,27.81,2.494,-1.237,2.9252162276639883e+19,3.7310000000000003
993,4205,LGTOW,5.237,0.43,0.35,5.263,-10.256,145598132.0,15.519
994,4862,NDRA,5.237,0.4,0.34,2.949,-5.342,1.0897666038381192e+16,8.291
995,2338,EMO,5.232,28.61,26.56,2.499,-0.289,4063732951090833.0,2.7880000000000003
996,1784,CRSR,5.231,22.91,20.36,4.221,-2.457,6.034763670838612e+20,6.678
997,7199,UONE,5.228,7.07,5.8,5.0,-6.165,1.7913156173398413e+18,11.165
998,1460,CHGG,5.226,36.83,34.21,4.35,-1.089,2.4023254992286421e+24,5.439
999,1150,BRX,5.217,26.46,24.74,2.327,-0.531,1.630816096154642e+24,2.858
1000,5133,NXGN,5.208,21.07,19.22,2.759,-2.053,4.71588354987533e+19,4.811999999999999
1001,1676,COLD,5.202,28.49,26.42,1.982,0.328,1.095412936168112e+24,2.31
1002,5154,O,5.194,70.89,66.36,2.185,-0.298,5.210636478446695e+24,2.483
1003,738,AVNW,5.192,31.45,28.36,3.04,-1.885,8.659881480199917e+17,4.925
1004,4606,MMI,5.191,51.77,47.71,2.519,-0.766,1.7612164266329602e+19,3.285
1006,729,AVGR,5.177,3.88,3.19,10.92,-3.944,1.501304017508361e+18,14.864
1007,5844,QURE,5.176,18.31,16.12,7.294,-2.898,4.140421644706083e+19,10.192
1008,7712,YPF,5.172,5.0,4.59,3.233,0.209,7.899102047471877e+20,3.442
1009,3257,HA,5.171,19.96,17.82,2.09,-0.376,1.0809951092401247e+21,2.4659999999999997
1010,4712,MSEX,5.166,106.81,100.27,2.492,-0.331,2.273156318932235e+19,2.823
1011,2769,FPI,5.161,14.22,13.2,5.295,-0.894,2.9504514341668594e+19,6.189
1012,3413,HOG,5.158,40.52,37.39,1.588,-0.1,1.9242162411541315e+24,1.6880000000000002
1013,1716,CPAC,5.158,6.77,6.4,2.812,-1.709,66501067245.0,4.521
1014,5562,PINC,5.148,37.27,34.87,3.124,-1.091,8.592989369491063e+21,4.215
1015,180,AEY,5.147,1.44,1.27,7.519,-2.143,1459812317483.0,9.661999999999999
1016,2990,GGAL,5.146,11.16,10.27,5.34,-2.55,4.5525804327132455e+19,7.89
1017,3088,GMAB,5.143,37.68,34.73,2.562,-1.628,4.206552165888838e+19,4.1899999999999995
1018,6557,SPH,5.141,16.48,15.45,2.763,-2.273,2.8454027234946253e+19,5.036
1019,4230,LIN,5.14,329.0,309.7,2.692,-0.593,4.3481374683657156e+24,3.285
1020,6547,SP,5.137,32.14,29.46,2.335,-1.438,1.4048601211111311e+18,3.7729999999999997
1021,836,BBVA,5.133,6.12,5.58,1.248,-1.329,6.828566967888843e+19,2.577
1022,4267,LMB,5.132,7.41,6.6,1.611,-0.746,122284235346200.0,2.357
1023,5304,OSCR,5.128,10.53,8.7,9.719,-5.451,1.4323121791197411e+24,15.169999999999998
1024,6928,TIVC,5.128,1.76,1.47,7.237,-1.818,480196548227171.0,9.055
1025,7660,XHR,5.124,19.9,18.29,3.45,-1.814,4.816469350816413e+19,5.264
1026,3719,INSW,5.124,17.86,16.63,4.938,-0.766,7.467583679608193e+19,5.704
1027,6725,SWCH,5.122,31.07,29.03,2.578,-0.872,1.4747168121413924e+24,3.4499999999999997
1028,7127,TYG,5.122,34.56,32.72,2.074,-0.504,403414447217436.0,2.578
1029,7092,TUP,5.117,20.41,18.33,4.594,-1.153,4.83257259055802e+19,5.747
1030,3265,HAIN,5.113,34.81,32.82,1.761,-0.355,8.771885399299914e+20,2.1159999999999997
1031,649,ATGE,5.109,30.97,28.6,3.754,-0.529,4.848605845064785e+19,4.283
1032,5191,OFC,5.109,29.64,27.41,2.331,-0.651,5.013583653337634e+19,2.982
1033,1679,COLIW,5.105,0.43,0.39,7.692,0.025,5062123723.0,7.7170000000000005
1034,5098,NVIV,5.104,9.32,8.33,4.471,-2.595,423585490575348.0,7.066000000000001
1035,1297,CASY,5.103,202.5,189.37,1.764,-0.364,6.646718790317553e+19,2.128
1036,4715,MSGM,5.102,2.23,1.84,7.653,-6.404,844572300632570.0,14.056999999999999
1037,7142,UBCP,5.1,18.57,17.23,5.1,0.0,214141302460.0,5.1
1038,381,AMCX,5.096,43.74,40.23,2.662,-2.508,6.769595370137088e+19,5.17
1039,4875,NEP,5.096,84.22,79.67,2.41,-0.76,6.365450764448157e+19,3.17
1040,1578,CLVT,5.085,17.32,15.84,2.574,-1.297,3.2759228022118423e+24,3.8709999999999996
1041,6953,TMDX,5.081,26.57,23.51,3.302,-2.377,3.03735343854463e+19,5.679
1042,7138,UAMY,5.08,0.61,0.54,7.548,-0.762,2.097187810441646e+19,8.31
1043,3490,HUBB,5.076,192.19,179.71,2.401,-0.277,7.275743968717409e+19,2.678
1044,695,AUGX,5.072,3.37,2.61,2.19,-15.43,24118817049156.0,17.62
1045,7537,WHLR,5.069,2.36,2.16,0.926,-1.304,1151289014085.0,2.23
1046,1211,BWA,5.065,40.78,37.54,2.148,-0.259,1.500512588177372e+24,2.407
1047,4283,LNSR,5.063,8.8,7.01,10.292,-6.715,233647675687569.0,17.006999999999998
1048,6040,RNAZ,5.057,3.01,2.46,2.247,-7.865,4964192209140.0,10.112
1049,553,ARKOW,5.056,2.1,1.74,0.0,-10.096,21786028100.0,10.096
1050,5023,NRO,5.053,4.99,4.72,1.263,0.104,348467429691667.0,1.367
1051,1047,BMEZ,5.053,19.99,18.95,2.684,-0.856,2.7661684111223812e+19,3.54
1052,1533,CLAQW,5.051,0.44,0.35,5.051,-8.852,166228139.0,13.903
1053,2002,DEN,5.049,84.62,77.31,7.457,-1.88,8.834121581149876e+21,9.337
1054,4480,MDT,5.047,112.52,105.18,1.488,-0.331,6.340262750669289e+24,1.819
1055,4802,MYTE,5.043,13.45,10.87,16.522,-8.83,2.5092241503769723e+19,25.351999999999997
1057,2429,ERH,5.041,13.96,13.28,2.346,0.0,1051386475130.0,2.346
1058,1728,CPK,5.03,139.66,130.81,2.382,-0.489,1.3071597195226132e+19,2.871
1059,7135,UA,5.029,16.52,15.29,1.437,-0.802,1.6107270752163625e+24,2.239
1060,7375,VLO,5.027,101.37,93.65,2.719,0.281,4.616546957421214e+24,3.0
1061,667,ATO,5.026,120.41,114.25,1.891,-0.574,1.4131155981676315e+24,2.465
1062,1503,CIFRW,5.016,0.7,0.58,-3.76,-7.449,1133394200394.0,11.209
1063,6837,TDOC,5.016,77.01,65.26,6.651,-3.543,3.843137206354117e+24,10.193999999999999
1064,6142,RYAN,5.009,39.7,36.91,1.848,-0.179,7.129601455524304e+19,2.027
1065,149,AE,5.001,39.59,36.04,5.323,-4.051,118177293215542.0,9.374
1066,6774,TALS,5.0,9.8,8.6,4.258,-1.702,3798225437001277.0,5.96
1067,5659,PPC,4.99,24.79,23.23,3.456,-2.401,1.0892934792151362e+21,5.856999999999999
1068,7173,UI,4.977,296.89,277.39,1.625,0.212,3.160345029503243e+19,1.837
1069,136,ADSEW,4.965,1.48,1.18,12.977,-10.638,79162954242.0,23.615000000000002
1070,3015,GHRS,4.956,18.49,16.61,3.42,-0.875,1.0491720571104412e+18,4.295
1071,6504,SNP,4.943,50.85,47.06,2.545,-1.931,2.237232133832495e+19,4.476
1072,4532,MGP,4.935,39.82,36.97,2.53,-0.48,7.594791611295105e+22,3.01
1073,6092,RQI,4.934,16.95,15.81,2.673,-0.625,7.43246210481822e+17,3.298
1074,5291,ORGO,4.925,7.98,7.06,5.811,-1.764,9.60064975642923e+19,7.575
1075,4713,MSFT,4.921,315.95,298.31,2.093,-0.508,3.182593400823687e+29,2.601
1076,5433,PCOM,4.919,18.46,17.56,4.533,-0.384,3049937168.0,4.917000000000001
1077,5499,PFG,4.911,75.26,70.59,2.664,-0.461,2.210122273185612e+24,3.125
1078,6475,SMPL,4.903,38.73,36.0,2.556,-0.726,6.867572769846999e+19,3.282
1079,6368,SIGA,4.899,7.42,6.88,2.161,-1.383,1.4021771165319633e+19,3.544
1080,394,AMOT,4.896,31.03,28.55,1.931,-1.067,768563765703766.0,2.998
1081,2968,GEO,4.895,6.09,5.71,2.189,-0.662,7.189751864597325e+19,2.851
1082,3669,IMRA,4.891,2.12,1.81,5.946,-6.566,521416336436359.0,12.512
1083,196,AFIB,4.891,2.15,1.74,5.978,-8.205,1.7131915171519742e+19,14.183
1084,6335,SHC,4.888,22.74,20.74,1.851,-0.09,6.146937540997e+19,1.941
1085,2368,ENSG,4.883,89.6,84.07,1.565,0.282,5.018591334554804e+19,1.847
1086,5541,PHI,4.878,37.41,34.03,4.702,-1.022,990962572956430.0,5.724
1087,1647,CNSL,4.878,6.04,5.6,1.861,0.174,2.8823013314737394e+19,2.035
1088,984,BKD,4.874,7.29,6.67,2.429,-0.699,1.0504109429060107e+23,3.1279999999999997
1089,4385,MAA,4.874,214.12,202.4,1.075,-0.068,1.062620868192552e+24,1.143
1090,159,AEG,4.873,5.47,5.1,1.357,-1.103,3.4064196730470867e+19,2.46
1091,1875,CURO,4.87,13.51,12.12,2.192,-1.674,9.76123815081372e+18,3.866
1092,1656,CNVY,4.87,6.9,5.7,4.221,-5.102,1.9691402160499098e+17,9.323
1093,834,BBU,4.866,31.5,29.27,4.567,-3.844,389421324535430.0,8.411
1094,6297,SFBS,4.862,96.4,89.66,2.58,-0.729,2.4533583494643614e+19,3.309
1095,5539,PHG,4.861,31.82,29.61,0.694,-0.663,1.3988145101184214e+24,1.357
1096,1515,CING,4.859,2.15,1.85,10.811,-6.075,991480276250168.0,16.886
1097,2518,EVRG,4.854,68.27,65.0,1.673,-0.015,1.3525126181031113e+23,1.688
1098,6187,SATL,4.851,8.88,7.59,11.48,-5.068,410783373749931.0,16.548000000000002
1099,1069,BNTX,4.847,189.07,159.51,2.226,-5.32,2.112422341205223e+24,7.546
1100,7280,VC,4.847,116.57,101.94,5.83,-1.244,5.703626154739988e+19,7.074
1101,7694,XXII,4.846,2.58,2.21,3.965,-3.279,6.71586881078261e+20,7.244
1102,3780,IRIX,4.839,5.39,4.34,6.874,-4.412,74161852360183.0,11.286
1103,6216,SBUX,4.837,91.9,85.56,1.706,0.069,7.659985633811281e+25,1.775
1104,7242,UTG,4.834,34.7,33.06,1.462,0.296,9.569991304175018e+17,1.758
1105,1200,BUD,4.833,62.56,58.41,0.973,-0.723,1.2587133111681114e+24,1.696
1106,1347,CCOI,4.831,65.69,61.3,2.854,-1.403,4.37043115201549e+19,4.257
1107,6584,SPXC,4.83,51.57,47.71,2.202,-1.213,2.56428933010267e+19,3.415
1108,4450,MCD,4.828,250.5,236.47,1.137,0.426,4.961740790440446e+24,1.563
1109,3663,IMO,4.826,48.32,44.89,4.826,-1.37,5.287692899699995e+19,6.196
1110,7437,VSCO,4.825,56.23,49.96,3.474,-4.797,1.5009127951344216e+24,8.271
1111,1777,CRNC,4.817,39.12,34.61,5.273,-1.703,9.688936976121202e+20,6.976
1112,2403,EPR,4.817,56.29,52.3,2.903,-1.1,6.687695263159389e+19,4.003
1113,213,AGFS,4.813,2.08,1.87,9.091,-4.854,1432684262343226.0,13.945
1114,2417,EQR,4.811,93.03,87.06,2.111,-0.856,1.290313005135842e+24,2.967
1115,287,AKAN,4.81,9.5,7.72,12.658,-0.719,4.881299929541938e+19,13.376999999999999
1116,2000,DEI,4.809,34.7,32.15,2.599,-0.585,9.65596211005518e+22,3.184
1118,565,ARQT,4.807,19.35,16.3,5.489,-2.218,2.4041909243833864e+19,7.707
1119,6863,TESS,4.803,6.2,5.8,3.22,-2.667,1156213614763.0,5.8870000000000005
1120,439,ANIP,4.8,29.76,27.43,2.74,-0.035,3.2081945410744603e+19,2.7750000000000004
1121,3336,HEXO,4.798,0.75,0.6,14.262,-6.141,2.8589586042638825e+24,20.403
1122,3347,HHC,4.796,105.14,98.5,2.995,-0.441,3.774402064825986e+19,3.436
1123,5031,NRZ,4.793,11.26,10.53,3.211,-0.643,1.4895221271951026e+24,3.854
1124,6819,TCI,4.789,39.39,37.59,1.018,0.408,214206134.0,1.426
1125,7384,VMC,4.788,192.0,177.62,1.976,-2.221,1.502616046185182e+24,4.197
1126,104,ACVA,4.782,15.51,13.78,5.0,-4.717,1.110790921038712e+22,9.716999999999999
1127,5038,NSP,4.778,102.8,95.56,3.061,-1.736,2.9422970317560713e+19,4.797
1128,3024,GIGM,4.772,2.35,1.75,9.327,-5.0,575239118210340.0,14.327
1129,4198,LGND,4.771,121.66,110.25,4.057,-3.393,3.904360733174917e+19,7.45
1130,4030,KODK,4.769,7.32,6.2,5.692,-1.796,2.152915461206022e+24,7.488
1131,7346,VINP,4.769,13.99,13.0,1.769,-1.233,374456785429521.0,3.002
1132,5461,PDS,4.765,75.33,65.96,6.568,-0.714,1.4581056144117932e+19,7.282
1133,5896,RCMT,4.762,8.99,7.57,9.877,-3.419,2404031102410829.0,13.296000000000001
1134,3698,ING,4.762,11.14,10.15,2.118,-2.089,1.0462237391378422e+24,4.207
1135,3327,HEP,4.756,17.75,16.72,3.983,-1.25,3.2561673200916492e+19,5.2330000000000005
1136,5600,PLTR,4.755,14.36,12.71,4.029,-2.919,1.0227310779110607e+29,6.948
1137,2949,GDRX,4.751,19.56,16.89,7.809,-5.516,1.098192061104816e+23,13.325
1138,6108,RTL,4.749,8.01,7.48,2.433,-0.626,5.611424550125874e+19,3.0589999999999997
1139,3313,HCSG,4.743,18.76,17.35,5.603,-1.505,6.903693865539653e+19,7.108
1140,2418,EQRX,4.738,4.47,3.85,11.392,-2.098,1.1471668390641056e+21,13.489999999999998
1141,35,ABMD,4.734,332.25,306.97,2.49,-1.37,9.547912761848881e+19,3.8600000000000003
1142,7263,VAC,4.729,162.01,148.79,2.974,-1.009,8.954773159787646e+19,3.983
1143,3852,JAN,4.724,5.0,3.67,11.619,-5.53,2893152614580415.0,17.149
1144,3774,IQV,4.722,235.0,219.19,1.689,-0.55,1.5994160781376022e+24,2.239
1145,2247,ED,4.72,94.75,89.84,1.153,0.237,2.276325184200482e+24,1.3900000000000001
1146,3884,JHI,4.72,16.64,15.65,3.935,-0.57,1066886161236.0,4.505
1147,4012,KMI,4.717,19.09,18.19,3.924,0.107,5.102577384667836e+24,4.031
1148,1563,CLPS,4.717,2.23,2.02,2.294,-2.844,218181154283146.0,5.138
1149,5375,PALI,4.717,1.19,1.04,5.66,-5.932,5.237387020051684e+19,11.592
1150,322,ALK,4.711,59.54,54.26,1.61,-0.97,2.8339269802626134e+24,2.58
1151,179,AEVA,4.706,4.63,4.1,6.279,-2.273,4.2864298352667615e+19,8.552
1152,1569,CLRO,4.706,0.93,0.83,5.251,-3.333,66172988682.0,8.584
1153,559,ARMP,4.697,5.61,5.06,4.892,-4.771,130969011074.0,9.663
1154,4557,MIGI,4.697,5.48,4.67,2.317,-2.153,1.2309599231552714e+16,4.470000000000001
1155,1909,CWK,4.69,21.22,19.59,2.329,-1.19,7.277628285151221e+20,3.519
1156,7514,WEC,4.687,100.3,95.47,1.207,0.202,1.8099200941463925e+24,1.409
1157,719,AVB,4.683,259.05,240.5,2.293,-1.47,1.2038173101615526e+24,3.763
1158,3111,GNL,4.682,15.84,14.82,2.926,-0.824,4.657536745236896e+19,3.75
1159,1294,CASH,4.681,57.57,52.73,2.846,-1.682,3.5313814476754637e+19,4.5280000000000005
1160,6713,SVFD,4.681,6.66,5.19,12.845,-5.401,1.1884978081258252e+16,18.246000000000002
1161,6047,RNP,4.68,26.34,24.75,2.333,-0.8,747351572966581.0,3.133
1162,1849,CTR,4.679,29.5,28.0,2.694,-0.07,271355242151234.0,2.764
1163,2815,FSLR,4.676,85.79,77.91,5.535,-2.255,1.975220078671923e+24,7.79
1164,5952,REVHW,4.676,0.48,0.42,14.259,-2.174,1810136339.0,16.433
1165,4627,MNRO,4.675,46.74,42.84,2.438,-1.899,4.577456959805144e+19,4.337
1166,1295,CASI,4.671,1.03,0.82,7.045,-4.333,1.0361060833147927e+18,11.378
1167,6753,SYNH,4.67,82.91,77.38,2.19,-0.67,1.2682979173771241e+22,2.86
1168,57,ACC,4.668,57.62,53.9,2.246,-0.735,9.07957967166858e+19,2.981
1169,1580,CLWT,4.667,1.88,1.47,14.0,-3.529,1189288203176138.0,17.529
1170,5414,PBHC,4.663,21.99,20.15,5.407,-0.293,2269020010999.0,5.7
1171,4611,MMS,4.659,77.81,72.78,2.347,-1.517,6.0765358576452166e+19,3.864
1172,40,ABST,4.648,8.88,8.14,3.214,-0.12,8.431353152010209e+17,3.334
1173,7520,WEN,4.647,22.57,21.23,2.091,-0.182,2.3062193121612722e+24,2.273
1174,1636,CNM,4.644,26.34,23.16,1.264,-2.733,4.6227234687787604e+20,3.997
1175,3889,JKHY,4.642,198.44,186.98,1.758,-0.167,1.2733119221119412e+23,1.925
1176,1331,CCCS,4.64,11.18,10.51,1.866,0.0,5.3247075610777354e+19,1.866
1177,3730,INUV,4.638,0.5,0.46,4.301,-3.807,1.2027197881162616e+16,8.108
1178,3578,IDA,4.633,116.34,110.18,2.659,-0.261,6.463599056935956e+19,2.92
1179,3870,JCTCF,4.627,7.18,6.18,5.277,-1.343,6627486558.0,6.62
1180,6026,RMD,4.622,249.71,236.46,1.456,-0.952,2.4816132791556012e+23,2.408
1181,2966,GENE,4.615,2.09,1.93,6.667,-1.584,467267250496261.0,8.251
1182,6357,SI,4.615,162.65,144.01,4.724,-3.316,2.301814587198082e+24,8.04
1183,4404,MANU,4.614,14.78,13.67,3.191,-0.476,3.5056017566440755e+19,3.667
1184,560,ARNC,4.611,26.39,23.93,6.028,-2.234,1.0539934089291793e+22,8.262
1185,2180,DUK,4.607,111.5,106.4,1.234,0.432,2.6824245782954337e+24,1.666
1186,384,AMED,4.604,179.91,162.71,2.612,-1.795,5.518675150321827e+20,4.407
1187,2061,DKL,4.6,44.41,41.27,3.349,-0.436,705725798497536.0,3.785
1188,5464,PEAK,4.595,35.34,33.29,1.381,-0.91,1.5093246472087434e+24,2.291
1189,790,BA,4.594,197.45,184.47,1.449,-0.143,9.147994248101443e+27,1.592
1190,2436,ES,4.59,88.68,84.49,0.991,0.08,1.6852149841448516e+24,1.071
1191,1275,CALT,4.579,19.97,18.0,4.855,-1.35,20485172355187.0,6.205
1192,3708,INN,4.579,10.26,9.54,2.92,-1.663,5.918513351086708e+19,4.583
1194,4266,LMAT,4.577,47.04,43.39,2.548,-1.178,3.20421741775268e+19,3.726
1195,7179,ULBI,4.571,5.78,5.25,3.81,-2.351,1441848116671.0,6.161
1196,4733,MTCH,4.571,111.55,102.37,1.572,0.423,3.644539155277013e+24,1.995
1197,3292,HCCI,4.566,30.35,28.5,2.529,-0.753,1.4241565115914572e+19,3.282
1198,3317,HCWB,4.564,2.75,2.25,4.878,-3.6,34450323095259.0,8.478
1199,6138,RXT,4.562,11.72,10.71,3.747,-1.122,8.628616862839641e+19,4.869
1200,6765,TAC,4.56,10.21,9.48,1.919,-0.518,2.838213411561585e+19,2.4370000000000003
1201,3864,JCE,4.559,17.64,16.45,1.396,-0.475,284321187357394.0,1.871
1202,3427,HOWL,4.557,4.38,3.51,6.784,-6.076,1.59811621024147e+19,12.86
1203,5274,OPOF,4.554,27.99,25.25,3.374,-2.041,7110310955.0,5.415
1204,1480,CHRW,4.553,111.41,104.8,2.826,-1.01,1.3068184601620322e+24,3.8360000000000003
1205,1940,D,4.553,85.43,81.42,1.169,0.31,2.5014328772329836e+24,1.479
1206,4716,MSGS,4.546,179.9,171.51,3.248,-0.624,3.0072742408340496e+19,3.8720000000000003
1207,6616,SRT,4.545,4.71,4.08,9.709,-1.743,1.285127892810141e+18,11.452
1208,4958,NML,4.545,6.46,6.15,1.929,-0.475,612522923875632.0,2.404
1209,4056,KRP,4.545,17.67,16.32,3.779,-0.92,2.639337026683301e+19,4.699
1210,6136,RXRX,4.545,7.54,6.59,5.022,-2.734,7.656722777579155e+19,7.756
1211,6750,SYK,4.545,274.13,256.71,2.164,-0.65,2.817820036193692e+24,2.814
1212,6166,SAIC,4.544,95.98,89.51,4.235,-2.055,6.699764814752112e+21,6.290000000000001
1213,2879,FWONA,4.534,63.42,59.62,3.608,-1.786,3.453260735874244e+19,5.394
1214,5467,PEB,4.53,25.01,22.99,2.716,-1.846,1.4093986713131185e+23,4.562
1215,4865,NE,4.528,36.79,33.05,6.684,-0.887,5.283827667016487e+19,7.571
1216,2289,EHC,4.527,71.55,67.01,2.252,-0.644,7.073985159641271e+20,2.896
1217,755,AWR,4.526,89.98,85.61,1.841,-0.411,3.5932969326840513e+19,2.252
1218,2111,DOMO,4.525,52.0,45.43,4.258,-3.564,7.201785466787855e+19,7.822
1219,3176,GRF,4.52,9.5,9.07,3.197,-1.489,1921312422.0,4.686
1220,2532,EXEL,4.518,22.65,21.41,2.0,-0.275,1.1492126791322915e+24,2.275
1221,5599,PLTK,4.516,20.09,18.36,3.933,-0.645,1.647912485124412e+24,4.577999999999999
1222,6506,SNPS,4.516,342.59,314.79,4.43,-1.829,2.527922684301943e+24,6.2589999999999995
1223,2069,DLHC,4.506,19.73,17.93,3.042,-0.431,463431444810936.0,3.473
1224,6014,RLI,4.504,112.5,106.64,0.932,-0.137,3.6113679306834805e+19,1.069
1225,4346,LUMN,4.5,11.54,10.79,4.3,0.0,3.313443403510284e+24,4.3
1226,4920,NI,4.496,31.62,30.16,1.599,-0.161,1.9523288572946526e+24,1.76
1227,6683,STT,4.492,92.53,87.09,1.788,-0.387,1.8697165201803826e+24,2.175
1228,5523,PGP,4.491,9.55,9.02,2.032,0.11,19377142158206.0,2.142
1229,7456,VTR,4.49,64.02,59.9,2.114,-0.522,1.7683232162386526e+24,2.636
1230,1287,CARE,4.486,17.71,16.63,2.193,-1.355,1.0521493930159616e+18,3.548
1231,3147,GP,4.484,7.43,6.65,7.324,-6.106,2.593172515371146e+19,13.43
1232,1930,CYRX,4.476,36.45,31.89,5.966,-3.84,5.654542865078346e+19,9.806000000000001
1233,3014,GHM,4.476,8.18,7.71,2.013,0.245,226270148112121.0,2.258
1234,5002,NPCT,4.476,14.94,13.97,2.693,-0.139,367818439428543.0,2.832
1235,5502,PFHD,4.468,24.47,22.12,2.273,-1.531,1.2671349779117958e+17,3.8040000000000003
1236,5472,PEG,4.466,69.98,66.94,0.953,0.41,2.2269202602418627e+24,1.363
1237,3541,IAA,4.459,39.87,36.45,1.865,-1.378,1.4857142881455414e+24,3.243
1238,324,ALKT,4.459,15.07,13.51,4.702,-1.358,3.6014374351945904e+19,6.0600000000000005
1239,601,ASH,4.458,101.14,94.81,3.217,-1.37,7.523811874677472e+19,4.587
1240,211,AGE,4.456,1.0,0.81,11.889,-2.156,208161147449393.0,14.045
1241,4099,LAMR,4.456,118.15,110.55,3.653,-0.977,6.548695864337852e+19,4.63
1242,2511,EVO,4.45,15.64,14.38,0.343,-1.165,426353831640487.0,1.508
1243,2720,FMS,4.449,33.86,32.07,1.84,-0.916,7.2785441465864495e+19,2.7560000000000002
1244,4617,MN,4.449,9.43,8.64,3.009,-1.229,5912826795205.0,4.2379999999999995
1245,5340,OXACW,4.444,0.21,0.17,9.941,-3.33,363019207.0,13.271
1246,467,APCX,4.444,1.53,1.14,6.818,-11.852,482128468316686.0,18.67
1247,1646,CNS,4.443,87.4,81.71,1.295,-0.921,1.5801927237525043e+19,2.216
1248,2875,FVRR,4.44,83.18,70.8,6.398,-4.199,1.437714602149192e+24,10.597
1249,4909,NGMS,4.438,15.7,13.91,5.983,-2.271,2.548282722712564e+19,8.254
1250,6286,SEMR,4.431,12.49,10.56,9.558,-5.177,2.2792539259863536e+19,14.735
1251,1183,BTCS,4.423,4.74,3.98,6.634,-6.682,1.1171195190814359e+18,13.316
1252,5143,NYC,4.419,13.69,12.45,3.852,-2.331,272343302513233.0,6.183
1253,7555,WK,4.414,121.15,107.97,4.309,-2.384,8.494762387141039e+20,6.693
1254,1619,CNC,4.413,86.61,82.58,2.418,-1.644,3.418720494288673e+24,4.062
1255,5019,NRGX,4.412,14.96,14.12,3.217,-0.965,4393634776751005.0,4.182
1256,4409,MAR,4.408,179.12,167.2,2.342,-0.614,2.8783263492602043e+24,2.956
1257,1028,BLRX,4.403,1.8,1.56,5.389,-4.046,415501831285735.0,9.435
1258,3485,HTOOW,4.4,2.85,2.37,13.6,-7.774,10416210106.0,21.374
1259,3881,JGH,4.387,14.32,13.35,1.636,0.144,883930776273275.0,1.7799999999999998
1260,781,AZN,4.386,67.22,64.03,2.675,-0.151,9.173176301483344e+24,2.8259999999999996
