Ticker number,Ticker,Week's Performance,Highest Price,Lowest Price,Best Day,Worst Day,Week's Volume,Volatility
6242,3226,GTIM,-6.579,3.84,3.49,-0.533,-2.74,11770240301149.0,3.273
6243,7048,TSAT,-6.587,18.28,16.23,3.448,-5.866,1.8231798229628703e+19,9.314
6244,7615,WTI,-6.588,4.47,3.81,5.755,-6.075,1.7089172312172116e+24,11.83
6245,6422,SLDP,-6.596,9.88,8.68,0.441,-4.0,2.3179132781505613e+24,4.441
6246,3711,INOD,-6.596,7.79,7.04,2.207,-5.006,341756530436716.0,7.213
6247,882,BEAT,-6.599,2.0,1.77,0.0,-5.128,32528915612987.0,5.128
6248,5580,PLAG,-6.612,0.98,0.83,-1.729,-6.777,3294744640.0,8.506
6249,1031,BLTSW,-6.617,0.61,0.56,3.509,-6.667,31245347125.0,10.176
6250,2708,FLUX,-6.618,2.74,2.38,0.0,-6.618,204579391281202.0,6.618
6251,7122,TXMD,-6.619,0.43,0.37,3.35,-5.036,8.656707782908287e+19,8.386
6252,5328,OTRK,-6.639,2.55,2.16,6.897,-7.787,2.3424106411634074e+19,14.684000000000001
6253,4377,LYLT,-6.641,19.0,16.55,1.538,-2.916,3.6124208384644805e+19,4.454
6254,84,ACMR,-6.652,23.15,20.73,4.446,-5.502,1.010580046122832e+20,9.948
6255,564,ARQQW,-6.667,5.87,4.3,11.961,-12.873,11112441317666.0,24.834
6256,5324,OTLY,-6.667,5.46,4.92,5.882,-5.794,2.0255149771504527e+24,11.675999999999998
6257,1117,BRDS,-6.667,2.78,2.46,1.481,-5.682,6.368576352358723e+19,7.163
6258,5087,NVAX,-6.679,82.41,71.01,5.628,-8.909,4.0971575744530756e+24,14.537
6259,7752,ZIVOW,-6.68,0.8,0.64,0.0,-13.333,2937227.0,13.333
6260,6824,TCON,-6.69,2.9,2.61,3.987,-4.676,491372364482321.0,8.663
6261,6834,TDCX,-6.691,13.6,11.64,5.574,-5.259,3.3111819179645084e+19,10.833
6262,236,AGS,-6.694,7.32,6.69,0.44,-4.119,2.1742097413020844e+19,4.559
6263,4169,LEU,-6.694,37.36,31.22,6.845,-7.601,3.6635122608560574e+19,14.446
6264,3962,KBNT,-6.699,2.15,1.83,-0.478,-12.15,9462507337439.0,12.628
6265,7169,UGRO,-6.701,12.42,10.62,2.872,-13.688,1.0821619907139419e+18,16.560000000000002
6266,2149,DSGN,-6.702,17.46,15.75,1.353,-4.669,2.809188121561928e+19,6.021999999999999
6267,2775,FRBK,-6.704,5.5,4.97,0.938,-3.519,1.7164375377731342e+19,4.457
6268,3973,KEN,-6.753,70.97,65.32,4.486,-3.476,1.4321110139080586e+17,7.962
6269,6639,SSY,-6.763,1.57,1.43,4.828,-2.99,621131768283.0,7.8180000000000005
6270,1804,CSCW,-6.767,0.26,0.22,5.989,-8.884,5.93146553072137e+21,14.873000000000001
6271,3574,ICPT,-6.774,17.46,15.98,1.983,-3.506,6.767752583429878e+19,5.489
6272,1258,CABA,-6.787,2.34,2.0,3.902,-6.608,771990437729507.0,10.51
6273,425,AN,-6.79,116.52,107.85,1.541,-3.272,1.1937100501265511e+24,4.813
6274,6934,TKLF,-6.792,3.25,2.46,20.755,-6.92,4.9922335168028615e+19,27.674999999999997
6275,5711,PRTC,-6.794,29.79,24.65,3.346,-6.036,7219611510184.0,9.382
6276,7174,UIHC,-6.799,3.56,3.28,0.0,-3.235,9.34109510891667e+18,3.235
6277,7732,ZEPP,-6.818,3.12,2.77,6.643,-5.281,2.195152416241849e+19,11.924
6278,3314,HCTI,-6.818,1.47,1.16,2.75,-3.435,7614218611566.0,6.1850000000000005
6279,5661,PPHPW,-6.818,0.22,0.2,0.0,-1.19,22161013.0,1.19
6280,1587,CMBM,-6.819,24.99,22.71,1.928,-5.507,2.2832338464149914e+19,7.435
6281,1188,BTO,-6.834,45.48,40.22,2.354,-5.913,2403812080721577.0,8.267
6282,4657,MOTS,-6.852,0.42,0.37,0.778,-6.875,557504422988726.0,7.6530000000000005
6283,2504,EVI,-6.853,20.18,18.2,1.333,-3.602,701520524809312.0,4.935
6284,3100,GMS,-6.857,54.98,49.26,4.474,-6.457,6.11646554233553e+19,10.931000000000001
6285,2454,ESPR,-6.857,5.26,4.62,4.421,-4.11,8.432693769458713e+19,8.531
6286,2009,DFH,-6.863,19.47,17.31,2.643,-5.719,3.4565230307535135e+19,8.362
6287,4650,MOMO,-6.866,7.25,6.16,7.761,-5.455,2.858322460207592e+24,13.216000000000001
6288,1090,BOXL,-6.87,1.33,1.2,1.527,-5.263,1.723116518301425e+19,6.79
6289,2618,FEMY,-6.883,2.58,2.02,8.372,-6.478,1.1502133183295565e+17,14.85
6290,828,BBLG,-6.885,3.41,2.7,8.197,-13.19,1.3051638763566268e+16,21.387
6291,7464,VVNT,-6.887,7.74,6.94,2.384,-7.245,5.220506854317172e+19,9.629
6292,3368,HIPO,-6.912,2.24,2.02,1.887,-6.481,9.16663335320605e+19,8.368
6293,5948,REVEW,-6.933,0.21,0.19,0.047,-4.762,33524110.0,4.808999999999999
6294,513,AQST,-6.944,2.94,2.59,2.662,-5.396,1.4929921598124513e+18,8.058
6295,1207,BVN,-6.948,11.07,9.81,1.815,-2.461,1.1569727278356664e+20,4.276
6296,6151,SA,-6.956,19.9,17.64,3.191,-3.075,6.125251638993415e+19,6.266
6297,7583,WORX,-6.957,1.19,0.95,5.941,-8.047,568535461269239.0,13.988
6298,2658,FHTX,-6.958,15.81,14.09,3.956,-5.832,1.7251615202415892e+19,9.788
6299,6890,TH,-6.961,6.25,4.68,1.736,-8.333,4.564278019275994e+19,10.069
6300,1954,DARE,-6.962,1.6,1.44,0.0,-2.532,2.413165218472361e+19,2.532
6301,4654,MORF,-6.968,43.35,39.66,3.457,-4.432,3.6264011410644955e+19,7.889
6302,1493,CHWY,-6.978,52.39,41.8,4.676,-2.528,3.2796413044986194e+25,7.204000000000001
6303,6457,SMCI,-6.98,43.13,39.43,0.449,-6.695,2.9754027351859466e+19,7.144
6304,6319,SGLB,-6.987,2.29,1.85,6.383,-13.146,959758426403274.0,19.529
6305,621,ASTC,-6.996,0.77,0.66,1.443,-3.028,624573424558242.0,4.471
6306,2729,FND,-6.998,95.19,86.74,2.44,-5.527,2.5637199841687317e+24,7.9670000000000005
6307,5366,PACK,-7.018,22.77,20.56,2.114,-5.789,4.169630294421023e+20,7.903
6309,206,AGBAR,-7.02,0.24,0.2,9.571,-3.238,91598911957.0,12.809
6310,4454,MCHX,-7.025,2.49,2.22,3.365,-4.255,242391109272139.0,7.62
6311,7286,VCNX,-7.042,1.45,1.32,0.717,-5.714,286262514412294.0,6.431
6312,4188,LFVN,-7.045,5.19,4.75,1.029,-3.357,272314308374242.0,4.386
6313,1009,BLDR,-7.045,73.15,66.41,1.799,-4.884,4.599540622337243e+24,6.683
6314,74,ACI,-7.046,36.25,32.0,1.244,-1.733,1.3703620012627326e+24,2.9770000000000003
6315,4163,LEGH,-7.056,23.89,21.91,2.449,-4.662,1104709640959873.0,7.111
6316,1309,CBIO,-7.056,0.71,0.65,-0.015,-5.768,381255520578360.0,5.7829999999999995
6317,2483,ETWO,-7.077,9.84,8.96,1.836,-4.192,1.3968986413429136e+23,6.0280000000000005
6318,1817,CSSE,-7.08,9.31,8.35,0.896,-5.724,1.2041160164913662e+19,6.62
6319,6421,SLDB,-7.087,1.3,1.16,3.279,-6.349,2.2432249361348076e+19,9.628
6320,3738,IO,-7.119,1.15,0.87,6.931,-6.158,4.907290530021474e+19,13.089
6321,7237,USX,-7.126,4.36,3.97,2.657,-5.287,2.0712149182017655e+19,7.944
6322,3425,HOV,-7.128,67.17,61.02,2.731,-4.068,2.6672950232026984e+19,6.7989999999999995
6323,420,AMWD,-7.13,53.86,48.85,2.27,-5.941,3.888280221972771e+19,8.211
6324,6757,SYTA,-7.143,1.5,1.24,5.0,-5.479,6.917235027401695e+19,10.479
6326,2541,EXPI,-7.181,24.2,21.11,5.221,-8.714,1.4276237311638314e+24,13.935
6327,7149,UBX,-7.2,1.31,1.1,2.564,-4.8,2.8482713324527763e+19,7.364
6328,5357,OYST,-7.241,12.9,11.17,4.159,-6.279,1.3302056131410051e+19,10.437999999999999
6329,6634,SSSS,-7.243,9.38,8.53,0.757,-3.668,2.2134717419334144e+19,4.425
6330,7087,TUEM,-7.258,1.26,1.05,0.885,-8.73,2839539086181221.0,9.615
6331,3181,GRNA,-7.271,11.06,8.86,9.121,-13.679,2.61233642589306e+19,22.8
6332,4427,MBII,-7.273,1.14,0.98,0.909,-5.505,4.642208929022715e+19,6.414
6333,1763,CREX,-7.283,0.92,0.81,0.659,-6.652,5.783374028532184e+19,7.311
6334,5009,NR,-7.286,4.04,3.43,5.322,-3.675,3.3485036571156574e+19,8.997
6335,5531,PGTI,-7.313,20.1,18.53,2.495,-4.08,4.29551114534345e+19,6.575
6336,6613,SRRA,-7.327,34.94,31.82,2.828,-4.427,3.6513152267059814e+19,7.254999999999999
6337,4630,MNSO,-7.331,8.97,7.66,7.816,-4.238,1.7191479276146203e+19,12.054
6338,6213,SBSW,-7.35,18.44,15.21,3.829,-4.1,2.8654304654508435e+24,7.929
6339,2151,DSKE,-7.358,11.42,10.44,1.961,-5.0,2.2305780386637083e+19,6.961
6340,4977,NNVC,-7.359,2.42,2.1,5.687,-8.861,142125271257218.0,14.548000000000002
6341,3853,JANX,-7.374,16.16,13.14,7.733,-9.809,9.581584235213201e+18,17.541999999999998
6342,2803,FRSX,-7.377,1.24,1.09,4.348,-5.833,1.1551737108923441e+19,10.181000000000001
6343,363,ALXO,-7.384,18.96,17.21,3.444,-6.23,2.6393224364651745e+19,9.674
6344,6259,SCX,-7.412,8.23,7.5,0.661,-4.617,781135313749.0,5.2780000000000005
6345,4564,MINDP,-7.414,16.5,14.2,2.021,-2.803,24225682170113.0,4.824
6346,7158,UEIC,-7.418,33.7,31.0,0.375,-4.926,2.605182513661848e+19,5.301
6347,5810,QFIN,-7.435,17.6,15.58,3.293,-6.845,1.6853133591173514e+24,10.138
6348,6133,RXDX,-7.444,42.35,36.73,0.78,-3.816,4.233442136066386e+19,4.596
6349,4323,LSF,-7.459,3.85,3.26,9.971,-10.188,1.4071303153821092e+19,20.159
6350,2262,EDU,-7.463,13.5,12.0,0.0,-4.688,1.8525253422274826e+24,4.688
6351,87,ACOR,-7.464,1.82,1.66,0.599,-3.333,229295493297194.0,3.9320000000000004
6352,3553,IBIO,-7.486,0.55,0.43,14.845,-9.0,1.1712688962185126e+20,23.845
6353,3245,GWGH,-7.491,5.99,5.06,13.244,-5.179,955237822975.0,18.423000000000002
6354,2341,EMX,-7.5,2.41,2.19,0.417,-2.979,592278260664209.0,3.396
6355,3366,HIMX,-7.504,12.36,10.93,1.617,-5.837,1.6982106271321717e+24,7.454
6356,2110,DOMA,-7.51,2.66,2.31,6.996,-9.266,9.148799768744447e+19,16.262
6357,830,BBLN,-7.512,4.46,3.81,1.546,-3.991,8.499731338165778e+16,5.537
6358,5030,NRXPW,-7.521,1.34,1.17,4.8,-6.075,9475727.0,10.875
6359,6536,SONM,-7.524,1.03,0.8,4.836,-5.755,5.1682306168231035e+19,10.591000000000001
6360,3296,HCDIZ,-7.525,0.4,0.33,1.537,-5.562,11416632041.0,7.099
6361,6006,RKLB,-7.534,8.89,7.51,7.245,-7.442,1.8739411394163925e+24,14.687000000000001
6362,3519,HY,-7.559,37.04,33.8,1.594,-4.757,2.0281335181719253e+19,6.351
6363,5585,PLBY,-7.566,15.23,13.69,4.478,-5.323,1.4277132791305812e+24,9.801
6364,6739,SWTX,-7.577,65.92,59.08,1.425,-4.663,4.725576077698199e+19,6.088
6365,5703,PRQR,-7.577,0.99,0.89,2.504,-7.453,3.466380520561922e+19,9.957
6366,1001,BLBD,-7.588,21.74,19.3,2.091,-5.969,1.4971563222740533e+19,8.06
6367,3958,KAVL,-7.595,1.58,1.4,0.0,-3.871,1.6831240166511491e+19,3.871
6368,851,BCEL,-7.602,3.92,3.12,13.988,-11.978,3.3593619778156286e+19,25.966
6369,6415,SLAMW,-7.61,0.5,0.35,-1.209,-9.98,8614119913.0,11.189
6370,1516,CINT,-7.617,17.62,15.47,3.362,-6.052,373606389584678.0,9.414
6371,7762,ZNTL,-7.621,50.52,44.61,4.311,-5.814,5.028612049226585e+19,10.125
6372,1793,CRVS,-7.647,1.73,1.56,-1.22,-3.681,559704709689705.0,4.901
6373,476,API,-7.653,11.89,10.2,1.937,-5.21,6.495444567299022e+19,7.147
6374,6975,TNXP,-7.667,0.24,0.22,1.953,-5.178,1.519412865172252e+24,7.131
6375,6306,SFUN,-7.673,4.04,3.5,3.125,-4.359,4019152958.0,7.484
6376,2878,FWBI,-7.692,1.23,1.04,1.739,-4.425,3.906801272100173e+16,6.164
6377,5712,PRTG,-7.703,7.43,6.54,0.441,-6.403,1.1484604631186784e+16,6.843999999999999
6378,6170,SALM,-7.713,3.75,3.35,0.824,-6.162,594753658488669.0,6.986
6379,3001,GGPIW,-7.714,3.68,3.2,1.462,-6.667,267269691575268.0,8.129
6380,7081,TTNP,-7.721,1.04,0.94,-0.847,-2.972,432333318414342.0,3.819
6381,6997,TPTX,-7.734,29.94,26.84,1.266,-6.906,6.499621666038521e+19,8.172
6382,1663,CODA,-7.736,7.44,6.53,7.749,-4.932,200147242153201.0,12.681000000000001
6383,2847,FTHM,-7.745,12.27,10.6,1.362,-4.071,1.1681220175623391e+19,5.433
6384,5976,RGTI,-7.746,8.01,6.57,5.533,-5.92,4.3622878349231464e+19,11.453
6385,4140,LCI,-7.764,0.89,0.77,5.756,-7.09,1.0851400113011048e+18,12.846
6386,4620,MNDY,-7.767,176.25,144.25,6.284,-10.622,1.1608159661353413e+23,16.906
6387,148,ADXN,-7.769,5.11,4.27,0.798,-13.737,3517388241.0,14.535
6388,2318,ELSE,-7.781,5.55,5.09,7.139,-4.685,165447711343.0,11.824
6389,6399,SKLZ,-7.803,3.55,2.9,10.224,-7.251,2.5522278752835036e+24,17.475
6390,5639,POET,-7.817,7.74,6.86,4.348,-5.944,580235335246334.0,10.292
6391,2379,ENVB,-7.819,0.4,0.34,7.189,-7.097,8.103374825732443e+19,14.286000000000001
6392,3400,HMTV,-7.843,5.13,4.61,-0.604,-3.491,2.021165817561445e+19,4.095
6393,742,AVRO,-7.843,1.63,1.4,4.895,-4.082,1.6141694163723573e+19,8.977
6394,2528,EXAI,-7.883,15.86,13.3,7.618,-4.86,2.7662325136913502e+19,12.478000000000002
6395,4583,MKD,-7.887,0.26,0.2,15.196,-10.084,6.933689716576157e+21,25.28
6396,3219,GTACW,-7.895,0.45,0.35,0.025,-15.537,122019275.0,15.562000000000001
6397,3824,ITRG,-7.895,1.55,1.4,0.694,-7.895,377330417357519.0,8.588999999999999
6398,4796,MYO,-7.914,4.38,3.76,1.199,-7.282,187260250647251.0,8.481
6399,6927,TITN,-7.936,32.09,26.92,5.105,-7.12,1.049261025241515e+20,12.225000000000001
6400,5686,PRLD,-7.937,7.56,6.84,0.554,-4.788,1.5791888133620423e+19,5.3420000000000005
6401,4094,LABP,-7.955,1.92,1.61,2.273,-10.0,804720546878725.0,12.273
6402,2044,DIBS,-7.96,9.06,7.75,1.985,-4.767,2.539271925262267e+19,6.752000000000001
6403,6068,ROIV,-7.961,5.33,4.67,3.354,-3.823,3.6443003338537193e+19,7.177
6404,1145,BRQS,-7.963,0.26,0.2,0.605,-9.28,7.36813537117891e+23,9.885
6405,4165,LEJU,-8.0,0.8,0.63,5.385,-16.883,742887478354561.0,22.268
6406,5471,PED,-8.0,1.55,1.33,7.639,-5.405,1.7002123236316492e+19,13.044
6407,6617,SRTS,-8.011,11.96,9.63,6.571,-13.24,5.964312450572938e+19,19.811
6408,7739,ZH,-8.014,2.9,2.45,7.037,-4.693,1.8793181721786028e+24,11.73
6409,3448,HROW,-8.016,7.4,6.73,0.572,-3.698,388335305628657.0,4.27
6410,7669,XOMA,-8.032,30.1,26.01,2.791,-6.287,393382503797836.0,9.078
6411,126,ADN,-8.059,2.8,2.1,4.386,-11.722,1.598883381061581e+22,16.108
6412,2319,ELTK,-8.072,4.46,3.92,-0.955,-3.179,98861313327.0,4.1339999999999995
6413,3618,IH,-8.082,2.38,2.01,1.687,-10.0,145128131111203.0,11.687
6414,4831,NBRV,-8.101,0.51,0.43,1.459,-4.2,6.941541102910712e+18,5.659000000000001
6415,7157,UEC,-8.119,5.12,4.32,0.87,-3.366,3.792230966333784e+24,4.236
6416,4851,NCSM,-8.142,55.11,45.31,3.768,-4.301,213366257585370.0,8.068999999999999
6417,7704,YGMZ,-8.163,1.96,1.75,1.934,-6.633,1001294085119.0,8.567
6418,7630,WVVI,-8.167,10.17,8.86,1.297,-2.313,68115137167211.0,3.6100000000000003
6419,775,AYLA,-8.177,4.5,3.73,0.756,-5.945,5447152324259.0,6.7010000000000005
6420,1403,CENX,-8.182,29.85,24.76,0.542,-1.768,1.9692146101508122e+24,2.31
6421,5250,ONEW,-8.182,38.2,33.33,7.223,-7.356,4.583372645483248e+19,14.579
6422,4607,MMLP,-8.2,4.75,3.96,7.5,-8.668,2678535243511135.0,16.168
6423,2684,FIXX,-8.207,3.45,2.95,0.327,-5.263,3.54531173054439e+19,5.59
6424,722,AVCTW,-8.219,0.16,0.13,11.914,-10.667,14410719010389.0,22.581
6425,4491,MEACW,-8.231,0.38,0.3,10.0,-5.583,3911483826.0,15.583
6426,6515,SNX,-8.239,114.5,102.75,2.301,-6.071,1.3972921487768958e+20,8.372
6427,4483,MDVL,-8.257,1.19,1.0,8.257,-5.263,749752471806487.0,13.52
6428,5453,PDD,-8.27,48.31,41.1,3.874,-5.796,2.805771782121449e+29,9.67
6429,6525,SOI,-8.305,12.1,10.42,3.187,-6.723,3.3044186393933435e+19,9.91
6430,2551,EYPT,-8.308,13.18,11.97,0.0,-4.372,1.910218626702408e+19,4.372
6431,5943,RETO,-8.333,1.36,1.09,8.333,-9.241,1.683697124570211e+17,17.573999999999998
6432,5011,NRACW,-8.347,0.29,0.21,0.04,-12.535,531796034.0,12.575
6433,6666,STOK,-8.347,24.29,21.71,3.689,-3.769,2.8403776370236592e+19,7.458
6434,5673,PRCH,-8.355,8.05,6.82,9.793,-9.056,9.742106291180716e+23,18.848999999999997
6435,885,BEDU,-8.359,0.66,0.57,5.983,-8.345,6837225541357338.0,14.328
6436,1445,CGNT,-8.373,12.66,11.53,0.0,-3.574,2.8303966352041054e+19,3.574
6437,311,ALF,-8.377,1.94,1.7,0.0,-4.211,5.622207136988594e+16,4.211
6438,6397,SKIL,-8.382,6.93,6.17,5.031,-6.735,3.0713882400737354e+19,11.766
6439,1868,CUEN,-8.387,1.65,1.33,2.899,-7.285,753465689494419.0,10.184000000000001
6440,7549,WIRE,-8.391,129.48,115.88,2.609,-4.464,6.443614294545661e+19,7.073
6441,222,AGLE,-8.4,2.57,2.25,0.433,-7.143,1.7661569162119293e+19,7.576
6442,6271,SEAC,-8.462,1.33,1.16,0.0,-1.653,5.293941060814094e+19,1.653
6443,7661,XIN,-8.475,1.2,1.07,-1.695,-3.39,287245435331358.0,5.085
6444,6241,SCOAW,-8.475,0.32,0.25,0.037,-16.071,214119021.0,16.108
6445,5780,PW,-8.478,49.45,35.51,14.039,-12.679,1.173227433882283e+19,26.718
6446,1443,CGEM,-8.484,12.44,10.66,1.689,-6.818,2.4161909231934624e+19,8.507
6447,7515,WEI,-8.487,1.45,1.19,11.905,-14.483,7181123226288.0,26.387999999999998
6448,4364,LWAY,-8.498,8.13,7.02,8.974,-8.021,23940220983133.0,16.995
6449,7252,UUUU,-8.5,10.27,8.51,3.251,-4.743,2.868723457236253e+24,7.994
6450,6793,TBCPW,-8.525,0.56,0.48,4.0,-2.95,9426715.0,6.95
6451,5597,PLRX,-8.527,7.95,7.01,4.336,-8.052,2.013193814011912e+19,12.388
6452,3016,GHSI,-8.546,0.28,0.22,13.261,-11.64,3.6142339261653484e+19,24.901
6453,1735,CPS,-8.571,10.38,8.77,3.397,-6.343,2.9873876422644072e+19,9.74
6454,3696,INFU,-8.587,10.83,9.5,1.538,-6.069,2.42226652092297e+19,7.607
6455,4594,MLCO,-8.588,8.85,7.76,0.121,-3.933,1.8283186972371826e+24,4.054
6456,6480,SMTS,-8.633,1.45,1.22,2.518,-6.25,6.741622278440891e+18,8.768
6457,5302,ORTX,-8.642,0.83,0.73,-0.23,-5.128,8.381412120012412e+18,5.3580000000000005
6458,958,BILI,-8.644,32.12,26.63,-0.106,-2.497,1.469959967177056e+26,2.6029999999999998
6459,2829,FSSIW,-8.647,0.37,0.3,18.275,-12.655,16293218.0,30.93
6460,5248,ONE,-8.649,1.87,1.56,8.125,-13.043,1.2251313622856442e+16,21.168
6461,7659,XGN,-8.676,9.44,7.79,0.251,-6.845,1.946156812091132e+18,7.096
6462,7654,XERS,-8.681,2.88,2.61,1.852,-4.61,9.572659258567103e+19,6.462000000000001
6463,7695,XYF,-8.682,3.18,2.51,5.594,-11.576,690183170335532.0,17.17
6464,6614,SRRK,-8.693,15.78,12.82,10.035,-7.518,5.47943883538421e+19,17.553
6465,2139,DRRX,-8.711,0.66,0.56,1.505,-5.835,3.3512472393922912e+19,7.34
6466,3921,JRSH,-8.714,7.0,6.37,-0.89,-4.571,99134269279175.0,5.460999999999999
6467,3089,GMBL,-8.715,0.83,0.72,3.682,-6.03,3.638189116132524e+19,9.712
6468,6465,SMID,-8.719,22.98,19.98,0.228,-9.407,387399441405278.0,9.635
6469,6698,SUNW,-8.741,2.88,2.57,2.996,-5.091,1.3810110551007216e+24,8.087
6470,3833,IVC,-8.75,1.66,1.41,0.0,-6.918,2.6252856424640934e+19,6.918
6471,20,AAU,-8.759,0.39,0.34,1.408,-1.721,1.1961714127310787e+18,3.129
6472,1738,CPSS,-8.778,12.25,10.58,3.13,-10.169,5.335911123155412e+17,13.299
6473,5128,NXC,-8.78,15.54,14.02,0.0,-5.635,2990155173303.0,5.635
6474,31,ABG,-8.818,181.81,161.78,4.047,-4.913,5.869596279097327e+19,8.96
6475,2497,EVFM,-8.819,0.4,0.36,0.0,-4.317,3.3195415386429972e+19,4.317
6476,1357,CD,-8.828,7.34,6.49,0.872,-3.448,1.1059100429680124e+23,4.32
6477,6758,SYTAW,-8.838,0.42,0.28,15.53,-19.0,1418126133136.0,34.53
6479,3269,HAPP,-8.846,0.34,0.29,1.642,-6.675,2.3311015116541304e+16,8.317
6480,4039,KPRX,-8.879,0.75,0.61,3.479,-6.532,612780333670248.0,10.011
6481,1136,BRN,-8.882,3.15,2.67,0.662,-6.734,1.0331201131972513e+18,7.396
6482,5267,OPFI,-8.883,4.23,3.5,1.777,-5.067,1.185183022641639e+19,6.844
6483,7709,YMTX,-8.889,2.4,1.58,13.889,-12.755,9.793346898214108e+17,26.644
6484,1607,CMPX,-8.904,1.46,1.25,4.724,-8.759,435393880492820.0,13.483
6485,7683,XPL,-8.914,0.94,0.8,4.938,-8.602,7798791068618459.0,13.54
6486,1348,CCRD,-8.937,33.26,27.0,1.969,-10.256,5.864965421043353e+16,12.225
6487,6045,RNGR,-8.949,11.53,10.11,-0.452,-3.562,178358275237352.0,4.014
6488,3954,KALV,-8.986,16.89,14.92,1.129,-6.952,2.013217815682408e+19,8.081
6489,6537,SONN,-9.0,0.42,0.35,1.83,-6.513,3.4323895492946792e+19,8.343
6490,563,ARQQ,-9.001,17.42,15.35,-0.639,-3.008,2.309219823762189e+19,3.6470000000000002
6491,2914,GATO,-9.013,4.87,4.03,8.395,-8.017,9.071712659835888e+19,16.412
6492,7354,VISL,-9.016,1.26,1.08,1.639,-10.484,3.1892714175929872e+19,12.123
6493,6279,SEED,-9.053,9.58,8.08,1.176,-9.053,1.506169287810301e+18,10.229000000000001
6494,3067,GLOB,-9.07,276.76,237.25,0.879,-9.781,7.730710484508528e+20,10.66
6495,1609,CMRX,-9.073,5.18,4.6,2.17,-4.618,6.536828993927036e+19,6.788
6496,1881,CVCO,-9.078,276.05,243.2,1.54,-8.169,5.291329631503305e+19,9.709
6497,255,AIBBR,-9.085,0.16,0.14,3.439,-6.6,631417161.0,10.039
6498,647,ATER,-9.091,2.77,2.29,6.667,-8.425,1.2966126551687917e+24,15.092
6499,6914,THWWW,-9.1,0.54,0.45,0.0,-9.185,2429181520.0,9.185
6500,7700,YELL,-9.102,8.29,7.41,-0.252,-4.342,3.6635072474041467e+19,4.593999999999999
6501,7211,URG,-9.143,1.79,1.51,1.887,-4.571,5.548660549065771e+19,6.458
6502,5176,OCGN,-9.164,3.76,3.21,7.186,-5.337,2.587223434283413e+24,12.523
6503,5815,QK,-9.189,2.66,1.57,15.924,-9.444,6.569729893116846e+16,25.368000000000002
6504,6643,STAB,-9.2,0.36,0.3,8.278,-6.211,8.058446355263975e+19,14.489
6505,528,ARCH,-9.2,153.94,131.0,2.726,-3.913,1.1529110301132116e+23,6.638999999999999
6506,2646,FGF,-9.211,3.13,2.73,3.215,-5.479,599633887114.0,8.693999999999999
6507,3783,IRMD,-9.251,55.92,42.51,5.772,-11.627,1.7281722355176073e+19,17.399
6508,3476,HTGM,-9.259,1.7,1.42,1.326,-4.321,901426352803630.0,5.647
6509,7765,ZSAN,-9.266,10.08,7.02,8.366,-9.728,6.080420311141071e+24,18.094
6510,3424,HOUR,-9.275,3.72,3.02,0.0,-5.114,1.446284128467637e+18,5.114
6511,900,BEST,-9.306,0.73,0.65,2.882,-5.527,4.427473229323865e+19,8.409
6512,7466,VVPR,-9.33,2.13,1.85,-0.957,-4.306,612271403212410.0,5.263
6513,1293,CASA,-9.4,5.01,4.49,0.868,-5.221,1.9371158969140815e+18,6.089
6514,1005,BLD,-9.415,204.99,184.12,0.474,-6.348,1.1151981190568221e+21,6.822
6515,1545,CLEU,-9.42,1.44,1.04,15.385,-16.154,615886554384122.0,31.539
6516,6544,SOS,-9.426,0.86,0.72,1.195,-5.148,1.139510078118938e+23,6.343
6517,6940,TLIS,-9.434,1.62,1.36,4.861,-8.861,1.5808431120112814e+18,13.722000000000001
6518,7726,ZCMD,-9.459,1.48,1.27,0.735,-4.73,5165774256.0,5.465000000000001
6519,6670,STRC,-9.477,7.43,5.46,10.155,-10.494,3.922315246673539e+19,20.649
6520,5603,PLX,-9.483,1.17,1.03,2.193,-8.547,642274690495551.0,10.74
6521,5849,RAAS,-9.5,2.02,1.8,3.077,-9.95,1.258661111918502e+18,13.027
6522,7501,WBX,-9.51,13.77,12.03,0.297,-7.652,2.4151827564056035e+19,7.949
6523,2850,FTK,-9.524,1.51,1.31,4.511,-5.0,2.8391628126919913e+19,9.511
6524,5701,PRPL,-9.551,7.12,5.88,2.548,-5.222,1.0534405901798019e+24,7.7700000000000005
6525,6396,SKE,-9.565,12.7,10.98,5.792,-6.948,246274837272207.0,12.74
6526,5394,PAVMZ,-9.619,1.02,0.8,8.889,-1.465,5136695029.0,10.354
6527,2185,DUO,-9.631,0.42,0.35,-0.974,-6.579,2.316233120941472e+19,7.553
6528,1046,BMEA,-9.671,4.88,4.12,-0.668,-5.021,1.2221272156414951e+19,5.689
6529,2259,EDSA,-9.697,3.42,2.84,1.212,-5.769,442234409294732.0,6.981
6530,6322,SGML,-9.726,15.22,12.95,0.616,-4.642,4.0164152357920874e+19,5.258
6531,4006,KLR,-9.792,6.87,6.07,0.742,-4.553,1.7941731195142762e+19,5.295
6532,2202,DXPE,-9.805,31.5,26.86,4.244,-9.048,1.230194114462109e+19,13.292
6533,5820,QNGY,-9.821,2.26,1.9,2.439,-6.696,4.43516843652441e+19,9.135
6534,3146,GOVX,-9.859,1.44,1.18,1.527,-7.143,1.5551187167990415e+18,8.67
6535,6511,SNSE,-9.865,2.62,2.2,5.43,-8.661,1.3331109143514241e+19,14.091
